,Diameter,BOI,Minimum Slope,Maximum Slope
0,25.9,0.938083151964686,0.9999999999999858,0.8366600265340622
1,32.0,6.071243694664216,5.5549447332249215,5.545286444685399
2,36.2,8.840814442120138,8.691136188887992,8.787291519478124
3,41.2,12.497999839974394,12.424697445629743,12.64682137042184
4,43.5,14.2828568570857,14.142135623730947,14.422205101855951
5,45.9,14.730919862656235,15.93424502696698,16.274779430308932
